"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","prev_pitch_type"
"10","4","1","0",6,"3","2",2,0,1,0,3,"5"
"7","5","1","1",5,"3","2",0,0,0,0,4,"8"
"7","9","1","0",6,"3","2",1,0,0,0,2,"7"
"7","1","1","0",1,"3","2",0,0,0,0,0,"10"
"5","9","1","0",6,"3","2",1,0,0,0,2,"5"
"7","8","1","0",3,"3","2",1,0,0,0,2,"10"
"7","2","1","1",1,"3","2",1,0,0,0,0,"5"
"7","8","1","0",5,"3","2",1,0,0,0,0,"7"
"7","4","1","0",6,"3","2",1,0,0,0,0,"1"
"7","3","1","1",1,"3","2",1,0,0,0,0,"8"
"5","9","1","0",6,"3","2",1,0,0,0,2,"7"
"5","6","1","1",5,"3","2",2,0,0,0,2,"7"
"5","7","1","0",6,"3","2",0,0,0,0,-2,"10"
"7","3","1","1",7,"3","2",0,0,0,0,2,"8"
"7","6","1","0",7,"3","2",2,1,0,0,2,"7"
"7","6","1","1",7,"3","2",1,1,0,0,2,"5"
"7","4","1","0",2,"3","2",0,0,0,0,0,"1"
"5","8","1","0",4,"3","2",2,1,0,0,2,"7"
"5","9","1","1",5,"3","2",0,0,0,0,-3,"1"
"5","2","1","1",3,"3","2",1,0,0,0,0,"7"
"7","8","1","0",8,"3","2",1,0,0,0,8,"5"
"7","4","1","0",1,"3","2",0,0,1,1,-2,"7"
"7","1","1","1",6,"3","2",0,0,0,0,2,"10"
"7","6","1","1",5,"3","2",0,0,0,0,2,"5"
"5","7","1","0",6,"3","2",2,0,0,0,-4,"5"
"7","1","1","0",3,"3","2",1,1,0,1,2,"7"
"7","9","1","0",8,"3","2",0,0,0,0,-1,"10"
"5","5","1","0",6,"3","2",2,1,1,1,2,"5"
"7","6","1","1",6,"3","2",1,0,0,0,3,"5"
"5","4","1","1",3,"3","2",0,0,0,1,-2,"7"
"7","5","1","1",2,"3","2",0,0,0,0,0,"7"
"5","3","1","0",7,"3","2",0,0,0,0,3,"8"
"5","7","1","0",8,"3","2",2,0,1,0,7,"1"
"7","6","1","0",2,"3","2",1,0,0,0,1,"1"
"7","3","1","1",1,"3","2",0,0,0,0,-2,"5"
"7","4","1","0",1,"3","2",0,0,1,1,-2,"7"
"7","8","1","0",3,"3","2",1,0,0,0,2,"7"
"5","8","1","0",4,"3","2",1,1,1,0,7,"5"
"5","9","1","0",3,"3","2",1,0,0,0,3,"5"
"7","6","1","0",4,"3","2",2,0,0,0,-2,"1"
"5","7","1","1",2,"3","2",0,0,1,0,-1,"5"
"7","8","1","0",5,"3","2",0,0,0,0,4,"7"
"5","4","1","0",2,"3","2",0,0,0,0,0,"8"
"7","1","1","0",7,"3","2",0,0,0,0,4,"5"
"7","2","1","0",1,"3","2",1,0,0,0,0,"7"
"5","2","1","1",3,"3","2",1,0,0,0,0,"5"
"7","7","1","0",3,"3","2",0,0,0,0,0,"7"
"1","9","1","1",3,"3","2",2,0,0,0,1,"1"
"7","5","1","0",8,"3","2",1,0,0,0,5,"1"
"7","5","1","1",2,"3","2",0,0,0,0,0,"7"
"7","6","1","1",2,"3","2",2,0,0,0,1,"10"
"7","5","1","1",2,"3","2",1,0,0,0,0,"5"
"5","4","1","1",6,"3","2",1,1,1,1,2,"1"
"5","8","1","1",7,"3","2",0,1,0,0,-1,"7"
"7","5","1","1",6,"3","2",0,0,0,0,7,"5"
"5","6","1","0",1,"3","2",2,1,1,1,0,"7"
"5","7","1","0",4,"3","2",2,0,0,0,4,"10"
"7","8","1","1",6,"3","2",0,0,0,0,0,"5"
"5","4","1","1",4,"3","2",0,0,0,0,2,"5"
"7","7","1","1",8,"3","2",0,0,0,0,5,"7"
"7","5","1","0",2,"3","2",0,0,0,0,1,"1"
"5","1","1","1",1,"3","2",0,0,0,0,2,"7"
"7","1","1","1",1,"3","2",0,0,0,0,0,"7"
"5","1","1","0",1,"3","2",0,0,0,0,0,"7"
"5","6","1","0",4,"3","2",0,0,1,0,0,"7"
"5","3","1","0",1,"3","2",2,0,0,0,0,"7"
"5","5","1","0",2,"3","2",0,0,0,0,0,"7"
"7","1","1","0",1,"3","2",0,0,0,0,0,"5"
"7","6","1","1",2,"3","2",0,0,0,0,2,"7"
"7","7","1","1",8,"3","2",0,0,0,0,5,"5"
"7","7","1","1",2,"3","2",0,1,1,0,0,"5"
"7","3","1","0",6,"3","2",0,0,0,0,-1,"5"
"1","9","1","1",5,"3","2",0,1,0,0,-2,"1"
"1","1","1","0",3,"3","2",1,0,0,0,2,"7"
"5","4","1","0",2,"3","2",0,0,0,0,0,"7"
"7","8","1","1",7,"3","2",1,0,1,0,3,"5"
"5","5","1","0",5,"3","2",2,1,1,0,-2,"10"
"10","8","1","1",3,"3","2",1,0,0,0,5,"7"
"7","6","1","0",2,"3","2",1,0,0,0,1,"7"
"7","7","1","1",7,"3","2",2,0,1,0,-1,"5"
"7","8","1","1",3,"3","2",1,0,0,0,5,"5"
"7","5","1","1",2,"3","2",1,0,0,0,0,"7"
"7","5","1","1",1,"3","2",1,0,1,1,-1,"10"
"7","7","1","1",4,"3","2",1,1,1,0,0,"5"
"5","7","1","0",4,"3","2",2,0,0,0,4,"5"
"5","6","1","0",5,"3","2",1,0,1,0,-1,"8"
"7","2","1","1",5,"3","2",2,1,0,1,-1,"7"
"7","4","1","1",9,"3","2",2,0,0,0,4,"5"
"5","3","1","0",1,"3","2",0,0,1,0,2,"5"
"7","3","1","0",1,"3","2",1,0,0,0,3,"5"
"5","5","1","0",2,"3","2",0,0,0,0,1,"7"
"5","7","1","0",4,"3","2",1,0,1,0,-1,"5"
"7","9","1","0",8,"3","2",0,1,1,0,1,"8"
"7","7","1","0",5,"3","2",0,1,0,0,2,"7"
"5","7","1","0",5,"3","2",0,0,0,0,0,"8"
"5","1","1","0",3,"3","2",0,0,0,0,0,"10"
"5","5","1","0",6,"3","2",2,0,0,0,1,"7"
"10","4","1","0",1,"3","2",1,0,1,0,0,"8"
"7","3","1","0",1,"3","2",1,0,0,0,0,"10"
"7","6","1","0",5,"3","2",0,0,0,0,4,"10"
"7","1","1","0",1,"3","2",0,0,0,0,0,"7"
"1","2","1","0",4,"3","2",0,0,1,0,-1,"7"
"5","7","1","0",2,"3","2",0,0,0,0,4,"8"
"7","2","1","0",1,"3","2",1,0,0,0,0,"7"
"5","7","1","0",2,"3","2",0,1,0,0,0,"5"
"7","6","1","0",5,"3","2",0,0,0,0,0,"7"
"7","4","1","0",4,"3","2",0,1,0,0,1,"5"
"5","1","1","0",4,"3","2",0,0,0,0,6,"10"
"7","5","1","0",2,"3","2",0,0,0,0,0,"7"
"10","7","1","0",7,"3","2",0,0,1,0,2,"10"
"10","3","1","0",1,"3","2",1,0,0,0,0,"5"
"7","6","1","0",2,"3","2",0,0,1,0,2,"5"
"5","3","1","1",5,"3","2",0,0,0,0,-1,"7"
"7","2","1","0",4,"3","2",0,0,0,0,2,"8"
"1","9","1","1",5,"3","2",0,0,0,0,-3,"5"
"7","6","1","0",2,"3","2",2,0,0,0,2,"1"
"7","6","1","0",6,"3","2",1,0,0,0,5,"10"
"7","2","1","0",3,"3","2",1,0,0,0,-1,"7"
"7","1","1","0",4,"3","2",0,0,0,0,2,"7"
"7","3","1","1",3,"3","2",0,1,0,0,2,"7"
"7","6","1","0",2,"3","2",0,0,1,0,0,"7"
"10","2","1","1",5,"3","2",0,0,1,1,-2,"1"
"7","7","1","0",8,"3","2",0,0,0,0,3,"5"
"7","1","1","1",6,"3","2",1,0,0,0,2,"10"
"7","1","1","0",1,"3","2",0,0,0,0,0,"5"
"7","4","1","1",3,"3","2",0,0,0,1,-2,"5"
"7","7","1","0",4,"3","2",1,0,1,0,-1,"5"
"5","5","1","0",2,"3","2",1,0,0,0,0,"7"
"7","1","1","0",1,"3","2",0,0,0,0,0,"7"
"7","3","1","1",1,"3","2",0,0,1,0,0,"1"
"7","2","1","1",6,"3","2",0,0,0,0,-1,"7"
"5","9","1","1",3,"3","2",0,0,0,0,-1,"1"
"7","6","1","0",2,"3","2",2,0,0,0,0,"5"
"7","7","1","1",2,"3","2",2,0,0,0,0,"7"
"7","7","1","0",3,"3","2",2,1,0,0,-2,"5"
"5","3","1","1",1,"3","2",2,0,0,0,0,"8"
"7","3","1","1",3,"3","2",0,1,0,0,-1,"10"
"5","5","1","0",4,"3","2",0,0,0,0,0,"7"
"1","8","1","1",2,"3","2",0,1,1,0,-1,"5"
"7","5","1","0",2,"3","2",1,0,0,0,1,"5"
"10","4","1","0",1,"3","2",1,1,0,0,0,"7"
"7","5","1","1",2,"3","2",1,0,0,0,0,"1"
"5","1","1","0",1,"3","2",0,0,0,0,0,"7"
"1","9","1","1",3,"3","2",0,0,0,0,4,"1"
"7","1","1","0",3,"3","2",2,0,1,0,0,"7"
"5","9","1","1",3,"3","2",1,1,0,0,2,"5"
"7","2","1","0",3,"3","2",0,0,0,0,-2,"7"
"1","1","1","0",3,"3","2",0,0,0,0,0,"7"
"7","5","1","0",1,"3","2",2,1,1,0,0,"5"
"7","3","1","1",7,"3","2",0,1,0,0,5,"5"
"7","4","1","1",2,"3","2",0,0,0,0,0,"10"
"7","1","1","0",6,"3","2",1,0,0,0,2,"7"
"10","3","1","1",1,"3","2",1,0,0,1,0,"7"
"7","1","1","0",3,"3","2",0,0,0,0,0,"5"
"5","9","1","0",2,"3","2",2,0,0,0,-3,"5"
"7","1","1","0",1,"3","2",0,0,0,0,0,"7"
"7","8","1","0",5,"3","2",0,0,0,1,5,"5"
"10","4","1","0",7,"3","2",0,0,1,0,2,"8"
"7","1","1","0",3,"3","2",2,0,1,0,2,"10"
"5","5","1","0",2,"3","2",1,0,0,0,0,"7"
"7","3","1","1",7,"3","2",0,1,0,0,2,"5"
"7","1","1","0",1,"3","2",0,0,0,0,0,"10"
"7","6","1","0",6,"3","2",2,0,1,1,6,"10"
"7","1","1","0",8,"3","2",0,0,0,0,1,"7"
"7","2","1","1",1,"3","2",0,0,0,0,2,"1"
"10","7","1","1",3,"3","2",2,1,1,0,1,"5"
"5","1","1","0",3,"3","2",0,0,0,0,0,"7"
"7","5","1","0",4,"3","2",0,0,0,0,0,"7"
"5","8","1","1",2,"3","2",0,1,1,0,-1,"5"
"7","5","1","0",2,"3","2",1,0,0,0,0,"7"
"7","7","1","0",3,"3","2",0,0,0,0,0,"5"
"1","7","1","0",7,"3","2",0,0,0,0,-3,"7"
"7","7","1","0",7,"3","2",0,0,0,0,-3,"5"
"7","9","1","0",6,"3","2",1,0,0,0,2,"7"
"7","4","1","0",6,"3","2",0,0,0,1,6,"10"
"7","6","1","1",6,"3","2",1,0,0,0,-1,"7"
"7","5","1","0",8,"3","2",2,1,0,0,4,"7"
"7","1","1","0",2,"3","2",2,0,1,0,-2,"5"
"7","1","1","0",1,"3","2",0,0,0,0,0,"10"
"7","1","1","1",8,"3","2",1,0,0,0,3,"7"
"5","1","1","0",1,"3","2",0,0,0,0,0,"7"
"7","5","1","0",2,"3","2",1,0,0,0,1,"5"
"5","2","1","1",6,"3","2",0,0,0,0,-1,"5"
"7","5","1","0",1,"3","2",2,0,1,1,0,"7"
"5","2","1","1",6,"3","2",2,0,1,0,1,"5"
"7","7","1","0",5,"3","2",2,1,0,0,2,"8"
"7","5","1","1",2,"3","2",1,1,0,0,4,"7"
"7","4","1","0",6,"3","2",2,0,1,0,0,"5"
"10","3","1","1",4,"3","2",0,0,0,0,-1,"1"
"7","1","1","0",6,"3","2",2,0,0,0,0,"8"
"5","7","1","0",2,"3","2",1,0,0,0,0,"5"
"5","7","1","0",2,"3","2",2,0,0,0,5,"7"
"7","2","1","0",1,"3","2",1,0,0,0,0,"5"
"5","4","1","1",1,"3","2",1,1,0,0,1,"5"
"5","7","1","0",5,"3","2",2,0,0,0,2,"7"
"7","5","1","0",6,"3","2",1,0,0,0,5,"1"
"7","5","1","0",2,"3","2",0,0,0,0,1,"10"
"7","6","1","0",6,"3","2",1,0,0,0,1,"7"
"7","4","1","0",4,"3","2",1,0,0,0,3,"10"
"5","3","1","1",7,"3","2",0,0,0,0,3,"1"
"10","3","1","0",4,"3","2",0,0,0,0,1,"8"
"7","5","1","0",5,"3","2",1,1,1,0,-4,"7"
"1","5","1","1",5,"3","2",0,0,0,0,2,"1"
"7","2","1","0",4,"3","2",1,0,0,0,2,"1"
"7","6","1","1",2,"3","2",0,0,0,0,0,"1"
"5","3","1","1",1,"3","2",1,0,0,0,0,"5"
"7","4","1","0",5,"3","2",1,0,1,0,-4,"7"
"5","1","1","0",3,"3","2",0,0,0,0,0,"1"
"7","8","1","0",7,"3","2",1,0,0,0,0,"7"
"7","3","1","0",3,"3","2",1,0,1,0,1,"8"
"7","6","1","1",5,"3","2",2,0,0,0,1,"5"
"7","6","1","0",2,"3","2",0,0,1,0,0,"5"
"10","4","1","0",4,"3","2",1,0,0,0,1,"5"
"7","7","1","0",5,"3","2",2,0,0,0,2,"5"
"7","5","1","1",5,"3","2",0,0,0,0,2,"5"
"5","5","1","1",4,"3","2",1,0,1,0,5,"7"
"7","5","1","1",2,"3","2",1,0,0,0,0,"7"
"5","8","1","0",3,"3","2",0,0,0,0,0,"10"
"5","3","1","1",1,"3","2",1,0,0,0,0,"5"
"7","3","1","1",1,"3","2",2,1,0,0,2,"7"
"7","5","1","1",2,"3","2",0,0,1,0,0,"7"
"5","2","1","0",1,"3","2",0,1,0,0,-2,"7"
"7","7","1","0",4,"3","2",1,0,0,1,-3,"5"
"7","2","1","1",4,"3","2",0,0,0,0,0,"8"
"7","5","1","1",6,"3","2",0,0,0,0,-4,"10"
"7","8","1","0",2,"3","2",2,1,0,0,3,"5"
"7","7","1","1",6,"3","2",2,1,0,0,1,"1"
"7","6","1","1",5,"3","2",0,1,0,0,2,"7"
"7","7","1","1",6,"3","2",2,1,0,0,-1,"8"
"7","1","1","0",3,"3","2",2,0,1,0,2,"10"
"5","8","1","0",8,"3","2",1,0,0,0,8,"10"
"7","7","1","0",2,"3","2",2,0,1,0,3,"7"
"5","8","1","0",9,"3","2",0,0,0,0,16,"10"
"5","5","1","1",2,"3","2",1,0,0,0,0,"7"
"7","9","1","0",6,"3","2",1,0,0,0,2,"7"
"5","1","1","0",1,"3","2",0,0,0,0,0,"7"
"7","1","1","0",6,"3","2",0,0,0,0,1,"5"
"7","7","1","0",4,"3","2",1,0,1,0,-2,"5"
"7","1","1","0",3,"3","2",2,0,0,0,0,"5"
"7","6","1","0",6,"3","2",0,0,0,0,-4,"8"
"5","8","1","0",4,"3","2",2,0,0,0,0,"5"
"5","5","1","1",6,"3","2",0,0,0,0,3,"5"
"7","2","1","1",3,"3","2",1,0,0,0,0,"5"
"5","4","1","1",4,"3","2",0,0,1,0,6,"1"
"5","5","1","1",6,"3","2",0,0,0,0,7,"7"
"10","7","1","0",4,"3","2",1,0,1,0,-2,"7"
"7","4","1","0",4,"3","2",2,0,0,0,2,"5"
"5","5","1","0",2,"3","2",1,0,0,0,0,"10"
"7","4","1","1",1,"3","2",2,0,0,1,0,"5"
"5","2","1","1",1,"3","2",0,1,0,0,0,"1"
"7","1","1","0",4,"3","2",0,0,0,0,5,"10"
"5","6","1","0",5,"3","2",0,0,0,0,0,"7"
"7","2","1","1",6,"3","2",0,0,0,0,-1,"8"
"5","7","1","0",5,"3","2",1,0,0,0,1,"10"
"7","5","1","0",2,"3","2",0,0,0,0,0,"5"
"7","5","1","1",4,"3","2",2,1,0,0,2,"7"
"7","5","1","1",4,"3","2",0,0,0,0,-2,"10"
"7","5","1","1",2,"3","2",0,0,0,0,0,"7"
"7","8","1","0",3,"3","2",0,0,0,0,0,"8"
"7","7","1","1",2,"3","2",0,1,0,0,0,"5"
"7","1","1","1",6,"3","2",1,0,0,0,0,"1"
"1","2","1","1",1,"3","2",1,0,0,0,0,"7"
"7","2","1","0",5,"3","2",1,0,0,0,-3,"8"
"7","5","1","0",2,"3","2",1,0,0,0,0,"7"
"5","4","1","1",2,"3","2",0,0,0,0,2,"5"
"7","8","1","0",4,"3","2",2,1,0,0,2,"7"
"5","1","1","0",6,"3","2",0,0,0,0,2,"5"
"7","6","1","0",5,"3","2",0,0,0,0,0,"5"
"7","7","1","0",3,"3","2",0,0,0,0,3,"7"
"1","1","1","0",3,"3","2",1,0,0,0,0,"10"
